symbol,model,prediction_file,pnl_mode,negative_mode,trading_days,first_date,last_date,ref_close,ref_price_date_used,shares,invested_notional,pnl_predicted,pnl_oracle,final_equity_predicted,final_equity_oracle,total_return_predicted,total_return_oracle,days_long_predicted,days_short_predicted,days_flat_predicted,days_long_oracle,days_short_oracle,days_flat_oracle,return_gap_oracle_minus_predicted,total_return_sign_predicted,total_return_sign_oracle,predicted_underperforms_oracle
AATM,Prophet,AATM_predictions_20260311_054013_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,34.71,2026-03-19,2881.0,99999.51000000001,-460.9599999999905,37769.909999999996,99539.04000000001,137769.91,-0.004609599999999905,0.37769909999999995,8,0,17,9,0,16,0.38230869999999983,-1,1,True
ABOT,Prophet,ABOT_predictions_20260311_054420_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,930.64,2026-03-19,107.0,99578.48,-3579.1499999999933,28640.689999999984,96420.85,128640.68999999999,-0.035791499999999934,0.28640689999999985,25,0,0,10,0,15,0.3221983999999998,-1,1,True
ACIETF,Prophet,ACIETF_predictions_20260311_143055_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,15.12,2026-03-19,6614.0,100003.68,0.0,38162.78,100000.0,138162.78,0.0,0.38162779999999996,0,0,25,9,0,16,0.38162779999999996,0,1,True
ADAMS,Prophet,ADAMS_predictions_20260311_054736_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,77.78,2026-03-19,1286.0,100025.08,0.0,15817.799999999996,100000.0,115817.79999999999,0.0,0.15817799999999996,0,0,25,5,0,20,0.15817799999999996,0,1,True
ADMM,Prophet,ADMM_predictions_20260311_054915_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,47.9,2026-03-19,2088.0,100015.2,0.0,34264.07999999999,100000.0,134264.08,0.0,0.34264079999999986,0,0,25,12,0,13,0.34264079999999986,0,1,True
AGIL,Prophet,AGIL_predictions_20260311_055420_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,131.36,2026-03-19,761.0,99964.96,-3257.0799999999963,33445.94999999998,96742.92,133445.94999999998,-0.03257079999999996,0.3344594999999998,25,0,0,13,0,12,0.36703029999999975,-1,1,True
AGL,XGBoost,AGL_predictions_20260311_055614_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,50.51,2026-03-19,1980.0,100009.8,-17522.999999999993,41223.599999999984,82477.0,141223.59999999998,-0.1752299999999999,0.4122359999999998,10,0,15,12,0,13,0.5874659999999997,-1,1,True
AGSML,RandomForest,AGSML_predictions_20260311_143250_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,7.54,2026-03-19,13263.0,100003.02,-20292.38999999998,66315.0,79707.61000000002,166315.0,-0.20292389999999982,0.66315,11,0,14,13,0,12,0.8660738999999998,-1,1,True
AHCL,Prophet,AHCL_predictions_20260311_060154_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,13.25,2026-03-19,7547.0,99997.75,0.0,47923.45000000001,100000.0,147923.45,0.0,0.4792345000000001,0,0,25,13,0,12,0.4792345000000001,0,1,True
AICL,Prophet,AICL_predictions_20260311_060543_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,67.64,2026-03-19,1478.0,99971.92,0.0,66539.55999999997,100000.0,166539.55999999997,0.0,0.6653955999999996,0,0,25,10,0,15,0.6653955999999996,0,1,True
AIRLINK,XGBoost,AIRLINK_predictions_20260311_143419_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,136.86,2026-03-19,731.0,100044.66,-17565.92999999998,31096.740000000034,82434.07000000002,131096.74000000005,-0.1756592999999998,0.31096740000000034,12,0,13,11,0,14,0.48662670000000013,-1,1,True
AKDSL,Prophet,AKDSL_predictions_20260311_060949_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,29.73,2026-03-19,3364.0,100011.72,-3464.9199999999964,56178.79999999999,96535.08,156178.8,-0.03464919999999996,0.5617879999999998,25,0,0,12,0,13,0.5964371999999998,-1,1,True
AKGL,Prophet,AKGL_predictions_20260311_060954_20260304_20260511.csv,shares,flat,7,2026-03-25,2026-04-09,61.08,2026-04-09,1637.0,99987.95999999999,0.0,9052.610000000002,100000.0,109052.61,0.0,0.09052610000000003,0,0,7,1,0,6,0.09052610000000003,0,1,True
ANTM,Prophet,ANTM_predictions_20260311_143623_20260304_20260511.csv,shares,flat,21,2026-03-04,2026-04-09,24.2,2026-04-09,4132.0,99994.4,-9379.639999999996,12437.320000000007,90620.36,112437.32,-0.09379639999999996,0.12437320000000007,21,0,0,2,0,19,0.21816960000000002,-1,1,True
APL,Prophet,APL_predictions_20260311_061738_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,519.3,2026-03-19,193.0,100224.9,0.0,30872.279999999995,100000.0,130872.28,0.0,0.30872279999999996,0,0,25,9,0,16,0.30872279999999996,0,1,True
ARPL,RandomForest,ARPL_predictions_20260311_061925_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,338.68,2026-03-19,295.0,99910.6,-13637.850000000006,34190.500000000015,86362.15,134190.5,-0.13637850000000007,0.3419050000000001,9,0,16,11,0,14,0.4782835000000002,-1,1,True
ARUJ,Prophet,ARUJ_predictions_20260311_062014_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.25,2026-03-19,12121.0,99998.25,-21332.96,36241.78999999999,78667.04000000001,136241.78999999998,-0.21332959999999998,0.36241789999999996,25,0,0,9,0,16,0.5757475,-1,1,True
ASC,RandomForest,ASC_predictions_20260311_062206_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,9.77,2026-03-19,10235.0,99995.95,-7369.200000000006,33775.49999999996,92630.79999999999,133775.49999999997,-0.07369200000000006,0.33775499999999964,5,0,20,13,0,12,0.4114469999999997,-1,1,True
ASL,RandomForest,ASL_predictions_20260311_062435_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,9.0,2026-03-19,11111.0,99999.0,-11222.109999999997,45888.43000000001,88777.89,145888.43,-0.11222109999999996,0.4588843000000001,4,0,21,13,0,12,0.5711054,-1,1,True
ASLPS,Prophet,ASLPS_predictions_20260311_143713_20260228_20260507.csv,shares,flat,15,2026-03-05,2026-04-08,17.0,2026-03-19,5882.0,99994.0,0.0,6646.659999999994,100000.0,106646.65999999999,0.0,0.06646659999999995,0,0,15,2,0,13,0.06646659999999995,0,1,True
ASTL,RandomForest,ASTL_predictions_20260311_062636_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,14.19,2026-03-19,7047.0,99996.93,-211.40999999999121,33543.720000000016,99788.59000000001,133543.72000000003,-0.0021140999999999122,0.33543720000000016,24,0,1,11,0,14,0.33755130000000005,-1,1,True
ASTM,RandomForest,ASTM_predictions_20260311_062808_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,14.1,2026-03-19,7092.0,99997.2,0.0,39431.51999999999,100000.0,139431.52,0.0,0.3943151999999999,0,0,25,12,0,13,0.3943151999999999,0,1,True
ATIL,XGBoost,ATIL_predictions_20260311_063130_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,75.5,2026-03-19,1325.0,100037.5,-4531.499999999984,19888.250000000007,95468.50000000001,119888.25,-0.045314999999999835,0.19888250000000007,13,0,12,12,0,13,0.2441974999999999,-1,1,True
BAFL,Prophet,BAFL_predictions_20260311_063847_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,108.97,2026-03-19,918.0,100034.45999999999,-4736.879999999997,33378.48,95263.12,133378.48,-0.047368799999999975,0.33378480000000005,2,0,23,12,0,13,0.38115360000000004,-1,1,True
BATA,Prophet,BATA_predictions_20260311_064325_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,1019.63,2026-03-19,98.0,99923.74,0.0,24388.28000000001,100000.0,124388.28000000001,0.0,0.2438828000000001,0,0,25,14,0,11,0.2438828000000001,0,1,True
BBFL,Prophet,BBFL_predictions_20260311_143816_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,36.15,2026-03-19,2766.0,99990.9,-5836.259999999998,34464.36,94163.74,134464.36,-0.05836259999999999,0.3446436,21,0,4,13,0,12,0.4030062,-1,1,True
BCL,RandomForest,BCL_predictions_20260311_064512_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,57.92,2026-03-19,1727.0,100027.84,-431.75,27252.059999999987,99568.25,127252.05999999998,-0.0043175,0.2725205999999999,1,0,24,12,0,13,0.27683809999999986,-1,1,True
BELA,Prophet,BELA_predictions_20260311_064703_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,72.78,2026-03-19,1374.0,99999.72,-9274.499999999989,77699.7,90725.50000000001,177699.7,-0.0927449999999999,0.7769969999999999,13,0,12,12,0,13,0.8697419999999998,-1,1,True
BERG,Prophet,BERG_predictions_20260311_064859_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,86.95,2026-03-19,1150.0,99992.5,0.0,26346.500000000015,100000.0,126346.50000000001,0.0,0.26346500000000017,0,0,25,9,0,16,0.26346500000000017,0,1,True
BFMOD,Prophet,BFMOD_predictions_20260311_064934_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,17.89,2026-03-19,5590.0,100005.1,-5478.200000000003,87762.99999999999,94521.8,187763.0,-0.054782000000000025,0.8776299999999998,4,0,21,13,0,12,0.9324119999999998,-1,1,True
BHAT,XGBoost,BHAT_predictions_20260311_065157_20260303_20260508.csv,shares,flat,13,2026-03-12,2026-04-09,780.42,2026-04-09,128.0,99893.76,-11298.559999999998,12793.599999999991,88701.44,112793.59999999999,-0.11298559999999998,0.1279359999999999,6,0,7,4,0,9,0.2409215999999999,-1,1,True
BIFO,Prophet,BIFO_predictions_20260311_065345_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,95.58,2026-03-19,1046.0,99976.68,0.0,25260.899999999994,100000.0,125260.9,0.0,0.2526089999999999,0,0,25,9,0,16,0.2526089999999999,0,1,True
BML,RandomForest,BML_predictions_20260311_143844_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,60.44,2026-03-19,1655.0,100028.2,-10906.450000000019,33861.299999999974,89093.54999999999,133861.3,-0.10906450000000019,0.3386129999999997,8,0,17,14,0,11,0.4476774999999999,-1,1,True
BNL,XGBoost,BNL_predictions_20260311_065724_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.14,2026-03-19,12285.0,99999.90000000001,-3439.799999999992,39926.249999999956,96560.20000000001,139926.24999999994,-0.03439799999999992,0.3992624999999996,1,0,24,12,0,13,0.4336604999999995,-1,1,True
BNWM,Prophet,BNWM_predictions_20260311_065845_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,57.07,2026-03-19,1752.0,99986.64,0.0,52472.40000000002,100000.0,152472.40000000002,0.0,0.5247240000000002,0,0,25,10,0,15,0.5247240000000002,0,1,True
BOK,Prophet,BOK_predictions_20260311_070006_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,32.61,2026-03-19,3067.0,100014.87,0.0,31866.12999999999,100000.0,131866.13,0.0,0.3186612999999999,0,0,25,13,0,12,0.3186612999999999,0,1,True
BOP,Prophet,BOP_predictions_20260311_070200_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,25.88,2026-03-19,3864.0,100000.31999999999,-3593.5200000000123,46020.23999999999,96406.47999999998,146020.24,-0.035935200000000125,0.4602023999999999,17,0,8,13,0,12,0.4961376,-1,1,True
BRRG,RandomForest,BRRG_predictions_20260311_143912_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,38.5,2026-03-19,2597.0,99984.5,-5687.430000000011,21607.04,94312.56999999999,121607.04000000001,-0.056874300000000114,0.2160704,16,0,9,12,0,13,0.2729447000000001,-1,1,True
BWCL,RandomForest,BWCL_predictions_20260311_070741_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,434.95,2026-03-19,230.0,100038.5,-305.89999999999634,28303.799999999996,99694.1,128303.79999999999,-0.0030589999999999632,0.28303799999999996,22,0,3,13,0,12,0.28609699999999993,-1,1,True
BWHL,RandomForest,BWHL_predictions_20260311_070856_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,174.81,2026-03-19,572.0,99991.32,-526.2400000000098,23389.079999999976,99473.76,123389.07999999997,-0.0052624000000000976,0.23389079999999976,21,0,4,15,0,10,0.23915319999999984,-1,1,True
CASH,RandomForest,CASH_predictions_20260311_070916_20260304_20260511.csv,shares,flat,15,2026-03-04,2026-03-27,50.3,2026-03-19,1988.0,99996.4,0.0,9979.760000000006,100000.0,109979.76000000001,0.0,0.09979760000000006,3,0,12,1,0,14,0.09979760000000006,0,1,True
CENI,XGBoost,CENI_predictions_20260311_071019_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,58.62,2026-03-19,1706.0,100005.72,-1194.2000000000053,30332.680000000004,98805.79999999999,130332.68000000001,-0.011942000000000053,0.30332680000000006,14,0,11,13,0,12,0.3152688000000001,-1,1,True
CFL,Prophet,CFL_predictions_20260311_071218_20260304_20260511.csv,shares,flat,23,2026-03-04,2026-04-09,51.07,2026-03-19,1958.0,99995.06,0.0,41255.060000000005,100000.0,141255.06,0.0,0.41255060000000005,0,0,23,4,0,19,0.41255060000000005,0,1,True
CHBL,XGBoost,CHBL_predictions_20260311_071333_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.0,2026-03-19,12500.0,100000.0,-53624.99999999996,35750.0,46375.00000000004,135750.0,-0.5362499999999997,0.3575,12,0,13,9,0,16,0.8937499999999996,-1,1,True
CHCC,Prophet,CHCC_predictions_20260311_071533_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,248.71,2026-03-19,402.0,99981.42,0.0,52364.51999999999,100000.0,152364.52,0.0,0.5236451999999999,0,0,25,11,0,14,0.5236451999999999,0,1,True
CLCPS,RandomForest,CLCPS_predictions_20260311_071546_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,2.78,2026-03-19,35971.0,99999.37999999999,-15467.529999999977,48201.14000000001,84532.47000000003,148201.14,-0.15467529999999977,0.4820114000000001,22,0,3,10,0,15,0.6366866999999998,-1,1,True
COLG,Prophet,COLG_predictions_20260311_072150_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,1110.54,2026-03-19,90.0,99948.59999999999,0.0,14072.39999999997,100000.0,114072.39999999997,0.0,0.1407239999999997,0,0,25,11,0,14,0.1407239999999997,0,1,True
CPHL,RandomForest,CPHL_predictions_20260311_072340_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,72.92,2026-03-19,1371.0,99973.32,-9240.539999999975,38127.51,90759.46000000002,138127.51,-0.09240539999999975,0.38127510000000003,13,0,12,14,0,11,0.4736804999999998,-1,1,True
CPPL,Prophet,CPPL_predictions_20260311_072536_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,71.42,2026-03-19,1400.0,99988.0,0.0,41664.0,100000.0,141664.0,0.0,0.41664,0,0,25,14,0,11,0.41664,0,1,True
CSAP,XGBoost,CSAP_predictions_20260311_072919_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,83.35,2026-03-19,1200.0,100020.0,-13008.00000000002,59256.00000000004,86991.99999999999,159256.00000000003,-0.1300800000000002,0.5925600000000003,8,0,17,11,0,14,0.7226400000000005,-1,1,True
CSIL,Prophet,CSIL_predictions_20260311_073110_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,4.42,2026-03-19,22624.0,99998.08,0.0,61537.279999999984,100000.0,161537.27999999997,0.0,0.6153727999999998,0,0,25,13,0,12,0.6153727999999998,0,1,True
CTM,RandomForest,CTM_predictions_20260311_144337_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,5.4,2026-03-19,18519.0,100002.6,-2963.0399999999872,54075.48000000002,97036.96,154075.48,-0.029630399999999873,0.5407548000000002,9,0,16,15,0,10,0.5703852,-1,1,True
DADX,RandomForest,DADX_predictions_20260311_073506_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,59.95,2026-03-19,1668.0,99996.6,-1551.2400000000139,40565.75999999999,98448.75999999998,140565.75999999998,-0.01551240000000014,0.4056575999999999,22,0,3,9,0,16,0.42117000000000004,-1,1,True
DBCI,Prophet,DBCI_predictions_20260311_073520_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,5.1,2026-03-19,19608.0,100000.79999999999,-6666.719999999979,72745.68000000001,93333.28000000003,172745.68,-0.06666719999999979,0.7274568000000001,17,0,8,11,0,14,0.7941239999999999,-1,1,True
DFML,XGBoost,DFML_predictions_20260311_074109_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,15.96,2026-03-19,6266.0,100005.36,-3007.6800000000035,53323.65999999999,96992.31999999999,153323.65999999997,-0.030076800000000035,0.5332365999999998,12,0,13,15,0,10,0.5633133999999999,-1,1,True
DGKC,RandomForest,DGKC_predictions_20260311_074507_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,159.97,2026-03-19,625.0,99981.25,-12243.749999999984,54268.75000000001,87756.25000000001,154268.75,-0.12243749999999984,0.5426875000000001,5,0,20,12,0,13,0.665125,-1,1,True
DLL,Prophet,DLL_predictions_20260311_074624_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,579.6,2026-03-19,173.0,100270.8,0.0,25036.56000000002,100000.0,125036.56000000003,0.0,0.2503656000000002,0,0,25,7,0,18,0.2503656000000002,0,1,True
DNCC,XGBoost,DNCC_predictions_20260311_074741_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,17.14,2026-03-19,5834.0,99994.76000000001,-15401.75999999997,32553.71999999999,84598.24000000003,132553.72,-0.1540175999999997,0.3255371999999999,9,0,16,10,0,15,0.4795547999999996,-1,1,True
DOL,Prophet,DOL_predictions_20260311_074933_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,27.2,2026-03-19,3676.0,99987.2,-2279.119999999993,28893.360000000026,97720.88,128893.36000000003,-0.02279119999999993,0.28893360000000023,25,0,0,13,0,12,0.3117248000000002,-1,1,True
DWAE,Prophet,DWAE_predictions_20260311_075340_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,19.0,2026-03-19,5263.0,99997.0,-12894.350000000013,53261.560000000005,87105.65,153261.56,-0.12894350000000013,0.5326156000000001,8,0,17,13,0,12,0.6615591000000002,-1,1,True
DWSM,Prophet,DWSM_predictions_20260311_075524_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,5.2,2026-03-19,19231.0,100001.2,-4423.129999999991,42308.200000000026,95576.87000000001,142308.2,-0.04423129999999991,0.42308200000000024,25,0,0,14,0,11,0.46731330000000015,-1,1,True
DWTM,XGBoost,DWTM_predictions_20260311_075606_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,7.7,2026-03-19,12987.0,99999.90000000001,-25714.260000000002,37012.94999999999,74285.73999999999,137012.94999999998,-0.2571426,0.3701294999999999,3,0,22,8,0,17,0.6272720999999999,-1,1,True
ECOP,XGBoost,ECOP_predictions_20260311_075929_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,39.17,2026-03-19,2553.0,100001.01000000001,-2757.2399999999943,53357.70000000002,97242.76000000001,153357.7,-0.027572399999999945,0.5335770000000002,12,0,13,13,0,12,0.5611494000000001,-1,1,True
EFERT,XGBoost,EFERT_predictions_20260311_080119_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,200.98,2026-03-19,498.0,100088.04,-4910.279999999979,26872.08000000001,95089.72000000002,126872.08000000002,-0.04910279999999979,0.2687208000000001,10,0,15,10,0,15,0.3178235999999999,-1,1,True
EFUL,RandomForest,EFUL_predictions_20260311_080341_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,144.03,2026-03-19,694.0,99956.82,-2880.1000000000213,22076.139999999985,97119.89999999998,122076.13999999998,-0.028801000000000212,0.22076139999999986,15,0,10,12,0,13,0.24956240000000007,-1,1,True
ELCM,RandomForest,ELCM_predictions_20260311_080346_20260304_20260511.csv,shares,flat,24,2026-03-04,2026-04-09,157.48,2026-03-19,635.0,99999.79999999999,-32054.799999999996,1917.7000000000064,67945.20000000001,101917.70000000001,-0.32054799999999994,0.019177000000000066,13,0,11,2,0,22,0.339725,-1,1,True
EMCO,Prophet,EMCO_predictions_20260311_080547_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,38.05,2026-03-19,2628.0,99995.4,0.0,46646.99999999999,100000.0,146647.0,0.0,0.46646999999999994,0,0,25,12,0,13,0.46646999999999994,0,1,True
EPCL,Prophet,EPCL_predictions_20260311_144717_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,32.06,2026-03-19,3119.0,99995.14000000001,0.0,67058.49999999999,100000.0,167058.5,0.0,0.6705849999999999,0,0,25,11,0,14,0.6705849999999999,0,1,True
EPCLPS,RandomForest,EPCLPS_predictions_20260311_144817_20260304_20260511.csv,shares,flat,21,2026-03-04,2026-04-09,12.3,2026-03-19,8130.0,99999.0,-8211.300000000012,19512.00000000002,91788.69999999998,119512.00000000001,-0.08211300000000012,0.19512000000000018,14,0,7,5,0,16,0.2772330000000003,-1,1,True
ESBL,Prophet,ESBL_predictions_20260311_080753_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,12.67,2026-03-19,7893.0,100004.31,-51067.709999999985,40096.44000000002,48932.290000000015,140096.44,-0.5106770999999999,0.40096440000000017,25,0,0,10,0,15,0.9116415,-1,1,True
EXIDE,Prophet,EXIDE_predictions_20260311_080950_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,422.28,2026-03-19,237.0,100080.36,-9411.269999999995,30196.170000000002,90588.73000000001,130196.17,-0.09411269999999995,0.3019617,17,0,8,11,0,14,0.39607439999999994,-1,1,True
FANM,Prophet,FANM_predictions_20260311_081233_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,6.01,2026-03-19,16639.0,100000.39,-1996.6799999999873,87521.14000000001,98003.32,187521.14,-0.019966799999999875,0.8752114000000002,17,0,8,12,0,13,0.8951782,-1,1,True
FATIMA,Prophet,FATIMA_predictions_20260311_081503_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,131.37,2026-03-19,761.0,99972.57,0.0,37897.80000000001,100000.0,137897.80000000002,0.0,0.3789780000000001,0,0,25,10,0,15,0.3789780000000001,0,1,True
FCEPL,XGBoost,FCEPL_predictions_20260311_081845_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,73.27,2026-03-19,1365.0,100013.54999999999,-286.64999999999054,36691.20000000001,99713.35,136691.2,-0.0028664999999999056,0.3669120000000001,5,0,20,13,0,12,0.3697785,-1,1,True
FDPL,RandomForest,FDPL_predictions_20260311_145133_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,4.0,2026-03-19,25000.0,100000.0,-9249.999999999982,64249.99999999997,90750.00000000001,164249.99999999997,-0.09249999999999982,0.6424999999999997,10,0,15,11,0,14,0.7349999999999995,-1,1,True
FECTC,RandomForest,FECTC_predictions_20260311_082332_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,88.93,2026-03-19,1124.0,99957.32,-1461.2000000000135,43982.12000000001,98538.79999999999,143982.12,-0.014612000000000135,0.4398212000000001,12,0,13,13,0,12,0.4544332000000002,-1,1,True
FEM,Prophet,FEM_predictions_20260311_082427_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.17,2026-03-19,12240.0,100000.8,-4284.000000000018,46756.800000000025,95715.99999999999,146756.80000000002,-0.042840000000000183,0.46756800000000026,24,0,1,10,0,15,0.5104080000000004,-1,1,True
FFC,Prophet,FFC_predictions_20260311_082817_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,493.96,2026-03-19,202.0,99779.92,0.0,31829.14000000001,100000.0,131829.14,0.0,0.3182914000000001,0,0,25,12,0,13,0.3182914000000001,0,1,True
FFLM,Prophet,FFLM_predictions_20260311_083053_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,6.89,2026-03-19,14514.0,100001.45999999999,0.0,62555.340000000004,100000.0,162555.34,0.0,0.6255534,0,0,25,14,0,11,0.6255534,0,1,True
FIMM,XGBoost,FIMM_predictions_20260311_083315_20260304_20260511.csv,shares,flat,14,2026-03-04,2026-04-09,192.66,2026-03-19,519.0,99990.54,0.0,8848.950000000006,100000.0,108848.95000000001,0.0,0.08848950000000007,6,0,8,1,0,13,0.08848950000000007,0,1,True
FML,Prophet,FML_predictions_20260311_145256_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,39.0,2026-03-19,2564.0,99996.0,0.0,45562.279999999984,100000.0,145562.27999999997,0.0,0.45562279999999983,0,0,25,11,0,14,0.45562279999999983,0,1,True
FNEL,RandomForest,FNEL_predictions_20260311_083726_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,1.25,2026-03-19,80000.0,100000.0,-1600.0000000000014,60800.00000000002,98400.0,160800.00000000003,-0.016000000000000014,0.6080000000000002,6,0,19,9,0,16,0.6240000000000002,-1,1,True
FPRM,Prophet,FPRM_predictions_20260311_083947_20260304_20260511.csv,shares,flat,22,2026-03-04,2026-04-09,12.4,2026-03-19,8065.0,100006.0,-483.9000000000021,25888.650000000005,99516.09999999999,125888.65000000001,-0.004839000000000021,0.2588865000000001,22,0,0,8,0,14,0.2637255000000001,-1,1,True
FTMM,RandomForest,FTMM_predictions_20260311_084307_20260304_20260511.csv,shares,flat,24,2026-03-04,2026-04-09,12.14,2026-03-19,8237.0,99997.18000000001,-15403.190000000008,32453.779999999995,84596.81,132453.78,-0.15403190000000008,0.32453779999999993,3,0,21,10,0,14,0.4785697,-1,1,True
GADT,RandomForest,GADT_predictions_20260311_084612_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,260.04,2026-03-19,385.0,100115.40000000001,-11969.650000000003,35604.79999999999,88030.34999999999,135604.8,-0.11969650000000004,0.35604799999999986,22,0,3,15,0,10,0.4757444999999999,-1,1,True
GAL,RandomForest,GAL_predictions_20260311_145336_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,357.87,2026-03-19,279.0,99845.73,-28382.670000000006,46609.74000000002,71617.32999999999,146609.74000000002,-0.28382670000000004,0.4660974000000002,6,0,19,12,0,13,0.7499241000000003,-1,1,True
GAMON,Prophet,GAMON_predictions_20260311_084730_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,14.24,2026-03-19,7022.0,99993.28,0.0,46415.42000000002,100000.0,146415.42,0.0,0.4641542000000002,0,0,25,12,0,13,0.4641542000000002,0,1,True
GATI,Prophet,GATI_predictions_20260311_084907_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,72.84,2026-03-19,1373.0,100009.32,0.0,41752.930000000015,100000.0,141752.93000000002,0.0,0.41752930000000016,0,0,25,14,0,11,0.41752930000000016,0,1,True
GCIL,XGBoost,GCIL_predictions_20260311_145448_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,26.6,2026-03-19,3759.0,99989.40000000001,-2932.0199999999786,52250.1,97067.98000000003,152250.1,-0.029320199999999786,0.522501,8,0,17,14,0,11,0.5518211999999998,-1,1,True
GEMPAPL,RandomForest,GEMPAPL_predictions_20260311_145454_20260226_20260505.csv,shares,flat,8,2026-03-10,2026-04-06,9.25,2026-04-06,10811.0,100001.75,-432.4399999999908,3351.4100000000053,99567.56000000001,103351.41,-0.004324399999999908,0.033514100000000054,1,0,7,3,0,5,0.03783849999999996,-1,1,True
